Gender,Team tier,Team,Rider,Nationality,Age,Date of birth,Place of birth,Height (m),Weight (kg),Wins,UCI rank,Top result 1,Top result 2,Top result 3,Previous team 1,Previous team 2,Previous team 3,Previous team 4,Previous team 5,Previous team 6,Previous team 7,Previous team 8,Previous team 9,Previous team 10,Previous team 11,Previous team 12,Previous team 13,Previous team 14,Specialty 1,Specialty 2
W,WT,CANYON//SRAM,NIEWIADOMA Kasia,Poland,31,29 September 1994,Limanowa,1.65,49,21,4,GC Tour de France Femmes ('24),GC OVO Energy Women's Tour ('17),Amstel Gold Race Ladies Edition ('19),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,WM3 Energie,Rabobank-Liv Woman Cycling Team,Rabobank-Liv Giant,,,,,,,,,,Oneday,
W,WT,CANYON//SRAM,PALADIN Soraya,Italy,33,4 May 1993,Treviso,1.66,59,7,,2x stage Vuelta a Burgos Feminas ('19),GC Premondiale Giro Toscana Int. Femminile - Memorial ('18),GC Giro delle Marche in Rosa ('19),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Liv Racing,CCC - Liv,Alé Cipollini,Top Girls Fassa Bortolo,Top Girls Fassa Bortolo - Servetto,,,,,,,,Hills,
W,WT,CANYON//SRAM,SKALNIAK-SÓJKA Agnieszka,Poland,29,22 April 1997,Krynica-Zdrój,1.67,54,20,100,GC Lotto Belgium Tour ('22),Maryland Cycling Classic Women ('25),"3x National Championships Poland WE - ITT ('25, '23, '22)",CANYON//SRAM zondacrypto,Canyon//SRAM Racing,ATOM Deweloper Posciellux.pl Wrocław,Mat Atom Deweloper,CCC - Liv,Experza-Footlogix,Astana Womens Team,,,,,,,,TT,
W,WT,CANYON//SRAM,VAN DER DUIN Maike,Netherlands,24,12 September 2001,Assen,,,0,,3rd In Flanders Fields - In Wevelgem ('23),3rd Ronde van Drenthe ('23),3rd stage Vuelta a Burgos Feminas ('24),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Le Col - Wahoo,Drops - Le Col s/b TEMPUR.,Biehler Krush Pro Cycling,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,ANDERSON Solbjørk Minke,Denmark,21,15 August 2004,København,,,0,,5th GC Volta Ciclista a Catalunya Femenina ('24),6th GP Oetingen ('24),3rd National Championships Denmark WE - Road Race ('25),Uno-X Mobility,Team Grand Est - Komugi - La Fabrique,Team Rytger Development,Give Cykelklub,,,,,,,,,,,Hills,
W,WT,EF Education-Oatly,BERTON Nina,Luxembourg,24,3 August 2001,Kehlen,1.74,59,0,105,3rd Festival Elsy Jacobs à Luxembourg ('26),"2x 2nd National Championships Luxembourg WE - Road Race ('25, '23)","2x 2nd National Championships Luxembourg WE - ITT ('25, '24)",CERATIZIT-WNT Pro Cycling Team,CERATIZIT-WNT Pro Cycling,Andy Schleck - CP NVST - Immo Losch,,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,CADZOW Kim,New Zealand,24,18 December 2001,Tauranga,,,5,,GC Trofeo Ponente in Rosa ('24),"2x National Championships New Zealand WE - ITT ('25, '24)",National Championships New Zealand WE - Road Race ('25),EF-Oatly-Cannondale,Team Jumbo-Visma,Torelli - Cayman Islands - Scimitar,,,,,,,,,,,,Hills,
W,WT,EF Education-Oatly,CHRISTIE Henrietta,New Zealand,24,23 January 2002,Wellington,,,0,,3rd Gran Premio Ciudad de Eibar ('24),7th GC Santos Women's Tour Down Under ('23),6th Cadel Evans Great Ocean Road Race - Elite Women's Race ('23),Human Powered Health,Bepink,,,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,DE BUYSSER Auke,Belgium,19,1 February 2007,Tielt,,,0,,3rd stage Gracia ('26),14th Points GC Gracia ('26),32nd EPZ Omloop van Borsele ('26),NXTG Racing U19 Development Team,AG Insurance-NXTG U19,,,,,,,,,,,,,Sprint,
W,WT,EF Education-Oatly,DUBAU-PRÉVOT Axelle,France,29,31 July 1996,Reims,,,0,239,10th Liège-Bastogne-Liège Femmes ('26),21st GC UAE Tour Women ('26),22nd La Flèche Wallonne Féminine ('26),Experza-Footlogix,Bizkaia-Durango,,,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,FAULKNER Kristen,United States,33,18 December 1992,Homer,1.68,62,14,146,Olympic Games WE - Road Race ('24),2x stage Giro d'Italia Donne ('22),Omloop van het Hageland ('24),EF-Oatly-Cannondale,Team Jayco AlUla,Team BikeExchange - Jayco,Team TIBCO - SVB,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,KAGEVI Stina,Sweden,20,28 August 2005,Stockholm,,,3,,National Championships Sweden WE - ITT ('25),stage Tour de Pologne Women ('24),stage Volta a Portugal Feminina ('24),Team Coop - Repsol,,,,,,,,,,,,,,TT,
W,WT,EF Education-Oatly,KERBAOL Cédrine,France,25,15 May 2001,Brest,1.66,57,10,37,Tre Valli Varesine Women's Race ('24),GC Tour de Normandie Féminin ('23),stage Tour de France Femmes ('24),CERATIZIT-WNT Pro Cycling Team,CERATIZIT-WNT Pro Cycling,Cofidis Women Team,Arkéa Pro Cycling Team,,,,,,,,,,,Hills,
W,WT,EF Education-Oatly,KNAVEN Mirre,Netherlands,21,18 August 2004,Turnhout,,,2,,stage Gracia ('24),stage Tour de Feminin ('24),3rd GP Schellebelle ('23),EF-Oatly-Cannondale,AG Insurance - Soudal NXTG,AG Insurance-NXTG U23,NXTG U19,,,,,,,,,,,Hills,
W,WT,EF Education-Oatly,MAGNER Alexis,United States,31,18 August 1994,Ventura,Weight: 57 kg,57,2,,2nd Ronde van Drenthe ('18),stage Tour Cycliste Féminin International de l'Ardèche ('18),Drentse Acht van Westerveld ('18),Cynisca Cycling,L39ION of Los Angeles,Canyon//SRAM Racing,UnitedHealthcare Pro Cycling Women’s Team,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,O'BRIEN Caoimhe,Ireland,24,17 April 2002,Mullingar,,,0,,"2x 2nd National Championships Ireland WE - Road Race ('25, '23)","2x 4th National Championships Ireland WE - Road Race ('24, '22)",9th Maryland Cycling Classic Women ('25),Cynisca Cycling,DAS - Hutchinson - Brother - UK,Cyclingteam Belco / Van Eyck,Torelli - Cayman Islands - Scimitar,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,RÜEGG Noemi,Switzerland,25,19 April 2001,Schöfflisdorf,,,7,8,"2x GC Santos Women's Tour Down Under ('26, '25)","2x stage Santos Women's Tour Down Under ('26, '25)",Trofeo Felanitx-Colònia de Sant Jordi (Ses Salines) ('24),EF-Oatly-Cannondale,Team Jumbo-Visma,Stade Rochelais Charente-Maritime Women Cycling,Cogeas - Mettler Pro Cycling Team,Akros-Thömus Development Team,Akros-Renfer SA Development,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,TOWERS Alice,Great Britain,23,12 October 2002,Worcester,,,1,182,National Championships Great Britain WE - Road Race ('22),3rd Durango - Durango Emakumeen Saria ('26),10th GC Santos Women's Tour Down Under ('25),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Le Col - Wahoo,Drops - Le Col s/b TEMPUR.,Eneicat - RBH Global,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,VALLIERES Magdeleine,Canada,24,10 August 2001,Sherbrooke,,,2,27,World Championships WE - Road Race ('25),Trofeo Palma ('24),5th Strade Bianche Donne ('26),EF-Oatly-Cannondale,EF Education-TIBCO-SVB,WCC Team,,,,,,,,,,,,Oneday,
W,WT,EF Education-Oatly,VAN DER WOLF Babette,Netherlands,22,29 April 2004,Rotterdam,,,0,,3rd Antwerp Port Epic Ladies ('24),6th Drentse Acht van Westerveld ('24),5th stage Giro d'Italia Women ('25),Lifeplus Wahoo,WV Schijndel,,,,,,,,,,,,,Sprint,
W,WT,EF Education-Oatly,VOLSTAD Alexandra,Canada,20,3 January 2006,Calgary,,,0,189,2nd National Championships Canada WE - Road Race ('25),6th EPZ Omloop van Borsele ('26),10th Ronde van Brugge - Tour of Bruges WE ('26),Grouwels-Watersley R&D Road Team,,,,,,,,,,,,,,Sprint,
W,WT,FDJ United - SUEZ,BERTHET Juliette,France,27,4 November 1998,Roche-lez-Beaupré,1.65,54,5,14,GC Vuelta a Burgos Feminas ('22),stage Giro d'Italia Donne ('22),2nd GC Giro d'Italia Donne ('23),FDJ - SUEZ,Team dsm-firmenich PostNL,Team dsm-firmenich,Team DSM,Team Sunweb,,,,,,,,,,GC,
W,WT,FDJ United - SUEZ,BERTIZZOLO Sofia,Italy,28,21 August 1997,Bassano del Grappa,1.69,54,3,165,La Classique Morbihan ('21),stage Tour de Romandie Féminin ('23),2nd Trofeo Alfredo Binda - Comune di Cittiglio ('22),UAE Team ADQ,Liv Racing,CCC - Liv,Team Virtu Cycling,Astana Womens Team,Astana Women's Team,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,CHABBEY Elise,Switzerland,33,24 April 1993,Geneva,1.65,52,6,11,Strade Bianche Donne ('26),GC Tour de Romandie Féminin ('25),stage Tour de Romandie Féminin ('25),FDJ - SUEZ,Canyon//SRAM Racing,Équipe Paule Ka,Bigla Pro Cycling,Cogeas - Mettler Pro Cycling Team,,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,CURINIER Léa,France,25,21 April 2001,Valence,1.70,53,0,184,2nd Dwars door de Westhoek ('23),3rd Grand Prix Féminin de Chambéry ('25),2nd National Championships France WE - Road Race ('25),FDJ - SUEZ,Team dsm-firmenich,Team DSM,Arkéa Pro Cycling Team,Team Arkéa,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,DICKSON Lauren,Great Britain,26,26 April 2000,Gateshead,,,0,57,3rd GC Itzulia Women ('26),2nd GC Vuelta Extremadura Féminas ('26),2nd Pointe du Raz Ladies Classic ('25),Handsling Alba Development Road Team,Alba Development Road Team,,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,GERY Célia,France,20,4 January 2006,Talencieux,,,2,48,De Brabantse Pijl - La Flèche Brabançonne WE ('26),Grand Prix Féminin de Chambéry ('26),4th Giro dell'Appennino Donne ('26),FDJ - SUEZ,,,,,,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,GUAZZINI Vittoria,Italy,25,26 December 2000,Pontedera,Weight: 65 kg,65,6,140,GC Bretagne Ladies Tour CERATIZIT ('22),Samyn Ladies ('24),"2x National Championships Italy WE - ITT ('25, '24)",FDJ - SUEZ,FDJ - SUEZ - Futuroscope,Valcar - Travel & Service,Valcar Cylance Cycling,,,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,KOCH Franziska,Germany,25,13 July 2000,Mettmann,,,4,9,Paris-Roubaix Femmes ('26),stage Boels Ladies Tour ('19),2nd GC Simac Ladies Tour ('24),Team Picnic PostNL,Team dsm-firmenich PostNL,Team dsm-firmenich,Team DSM,Team Sunweb,Mexx - Watersley International WCT,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,KRAAK Amber,Netherlands,31,29 July 1994,Oss,1.63,52,3,169,stage UAE Tour Women ('24),stage Tour de Suisse Women ('25),2nd Classic Lorient Agglomération ('22),FDJ - SUEZ,Team Jumbo-Visma,Team Jumbo-Visma Women,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,LE NET Marie,France,26,25 January 2000,Pontivy,,,2,126,National Championships France WE - Road Race ('25),La Picto - Charentaise ('22),3rd Kreiz Breizh Elites Féminin ('22),FDJ - SUEZ,FDJ - SUEZ - Futuroscope,FDJ Nouvelle Aquitaine Futuroscope,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,MUZIC Évita,France,27,26 May 1999,Lons-le-Saunier,,,5,45,"3x 2nd GC Vuelta a Burgos Feminas ('26, '24, '22)",stage Giro d'Italia Internazionale Femminile ('20),stage Vuelta España Femenina ('24),FDJ - SUEZ,FDJ - SUEZ - Futuroscope,FDJ Nouvelle Aquitaine Futuroscope,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,RAYER Eglantine,France,21,12 June 2004,La Ferté-Macé,,,0,,2nd Alpes Gresivaudan Classic ('22),9th GC Tour of Scandinavia ('23),8th Classic Lorient Agglomération ('23),FDJ - SUEZ,Team dsm-firmenich PostNL,Team dsm-firmenich,US Pétruvienne,,,,,,,,,,,GC,
W,WT,FDJ United - SUEZ,VAN AGT Eva,Netherlands,29,18 March 1997,Nijmegen,1.63,54,0,,2nd stage Volta Ciclista a Catalunya Femenina ('25),4th GC Tour of Norway Women ('25),9th GC Itzulia Women ('23),Team Visma | Lease a Bike,Team Jumbo-Visma,Le Col - Wahoo,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,VOLLERING Demi,Netherlands,29,15 November 1996,Pijnacker,1.72,57,62,1,"3x Liège-Bastogne-Liège Femmes ('26, '23, '21)","3x GC Itzulia Women ('25, '24, '22)","2x GC Vuelta España Femenina ('25, '24)",FDJ - SUEZ,Team SD Worx - Protime,Team SD Worx,Parkhotel Valkenburg,Swaboladies.nl,,,,,,,,,,Oneday,
W,WT,FDJ United - SUEZ,WIEL Jade,France,26,2 April 2000,Paris,Weight: 50 kg,50,1,,National Championships France WE - Road Race ('19),3rd La Classique Morbihan ('24),2nd La Périgord Ladies ('23),FDJ - SUEZ,FDJ - SUEZ - Futuroscope,FDJ Nouvelle Aquitaine Futuroscope,,,,,,,,,,,,Hills,
W,WT,FDJ United - SUEZ,WOLLASTON Ally,New Zealand,25,4 January 2001,Auckland,,,17,29,"2x Cadel Evans Great Ocean Road Race - Women ('26, '25)",GC Tour of Britain Women ('25),GC Ceratizit Festival Elsy Jacobs ('23),FDJ - SUEZ,AG Insurance - Soudal Team,AG Insurance - Soudal Quick-Step,AG Insurance - NXTG Team,NXTG Racing,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,ALVARADO Ceylin del Carmen,Netherlands,27,6 August 1998,Cabrera,1.63,51,0,,4th Antwerp Port Epic Ladies ('25),8th GC Internationale LOTTO Thüringen Ladies Tour ('23),4th GC Premondiale Giro Toscana Int. Femminile - Memorial ('23),Fenix-Deceuninck,Plantur-Pura,Ciclismo Mundial,,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,CASASOLA Sara,Italy,26,29 November 1999,San Daniele del Friuli,,,0,,15th GC Giro d'Italia Women ('25),7th GC Trofeo Ponente in Rosa ('23),12th Trofeo Oro in Euro ('25),Fenix-Deceuninck,Hess Cycling Team,Born To Win G20 Ambedo,Servetto - Makhymo - Beltrami TSA,Servetto - Piumate - Beltrami TSA,Servetto - Stradalli Cycle - Alurecycling,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,CLAES Lotte,Belgium,33,5 May 1993,Sint-Niklaas,,,1,86,Omloop Het Nieuwsblad WE ('25),2nd Alpes Gresivaudan Classic ('25),2nd stage Tour Féminin International des Pyrénées ('24),Arkéa - B&B Hotels Women,Stade Rochelais Charente-Maritime,Bingoal Casino - Chevalmeire - Van Eyck Sport,Doltcini - Van Eyck - Proximus CT,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,COUZENS Millie,Great Britain,22,29 October 2003,Bicester,1.72,59,1,63,National Championships Great Britain WE - Road Race ('25),2nd Argenta Classic - Deurne ('25),2nd stage Itzulia Women ('25),Fenix-Deceuninck,Plantur-Pura,,,,,,,,,,,,,Oneday,
W,WT,Fenix-Premier Tech,DE WILDE Julie,Belgium,23,8 December 2002,Ghent,1.80,62,4,,GP Oetingen ('25),SPAR Flanders Diamond Tour ('23),Konvert Kortrijk Koerse ('22),Fenix-Deceuninck,Plantur-Pura,,,,,,,,,,,,,Oneday,
W,WT,Fenix-Premier Tech,DE ZOETE Mylène,Netherlands,27,3 January 1999,Naaldwijk,,,2,187,"2x stage Tour of Chongming Island ('24, '23)","2x 2nd GC Tour of Chongming Island ('24, '23)",2nd stage Tour of Chongming Island ('24),CERATIZIT Pro Cycling Team,CERATIZIT-WNT Pro Cycling Team,CERATIZIT-WNT Pro Cycling,AG Insurance - NXTG Team,NXTG Racing,GRC Jan van Arckel,,,,,,,,,Sprint,
W,WT,Fenix-Premier Tech,KASTELIJN Yara,Netherlands,28,9 August 1997,Neerkant,1.64,52,3,21,GC Vuelta a Burgos Feminas ('26),stage Tour de France Femmes ('23),stage Vuelta a Burgos Feminas ('26),Fenix-Deceuninck,Plantur-Pura,Ciclismo Mundial,Loving Potatoes Ladies DJR Cycling Team,WaowDeals Pro Cycling,WM3 Energie,Rabobank-Liv Woman Cycling Team,,,,,,,,GC,
W,WT,Fenix-Premier Tech,KOOL Charlotte,Netherlands,27,6 May 1999,Blaricum,,,25,18,GC RideLondon Classique ('23),"3x stage Simac Ladies Tour ('23, '22)",2x stage Tour de France Femmes ('24),Fenix-Deceuninck,Team Picnic PostNL,Team dsm-firmenich PostNL,Team dsm-firmenich,Team DSM,NXTG Racing,GRC Jan van Arckel,,,,,,,,Sprint,
W,WT,Fenix-Premier Tech,KUIJPERS Evy,Netherlands,31,15 February 1995,Lierop,1.83,73,1,,GP Lucien Van Impe ('24),2nd GP Oetingen ('23),2nd Grote Prijs Yvonne Reynders ('24),Fenix-Deceuninck,Human Powered Health,Liv Racing,CCC - Liv,GRC Jan van Arckel,Lensworld.eu - Zannata,Futurumshop.nl-Zannata,,,,,,,,Oneday,
W,WT,Fenix-Premier Tech,PERKINS Flora,Great Britain,22,16 September 2003,Tooting,,,0,,3rd Argenta Classic - 2 Districtenpijl Ekeren-Deurne ('24),5th stage Tour of Britain Women ('24),13th GC Tour of Britain Women ('24),Fenix-Deceuninck,Fenix-Deceuninck Continental,Le Col - Wahoo,,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,PIETERSE Puck,Netherlands,24,13 May 2002,Amersfoort,,,2,12,La Flèche Wallonne Féminine ('25),"2x 2nd Liège-Bastogne-Liège Femmes ('26, '25)",stage Tour de France Femmes ('24),Fenix-Deceuninck,Plantur-Pura,,,,,,,,,,,,,Oneday,
W,WT,Fenix-Premier Tech,SCHREMPF Carina,Austria,31,16 October 1994,Sankt Martin am Grimming,,,1,240,National Championships Austria WE - Road Race ('23),2nd stage Tour de Romandie Féminin ('23),2nd stage Vuelta a Burgos Feminas ('24),Fenix-Deceuninck,,,,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,SCHWEINBERGER Christina,Austria,29,29 October 1996,Jenbach,1.72,67,4,112,"2x 2nd Binche Chimay Binche pour Dames ('24, '23)","2x 2nd Dwars door het Hageland ('23, '22)","2x National Championships Austria WE - ITT ('25, '22)",Fenix-Deceuninck,Plantur-Pura,Multum Accountants Ladies Cycling Team,Doltcini - Van Eyck - Proximus CT,Doltcini - Van Eyck Sport,Health Mate - Cyclelive Team,,,,,,,,,TT,
W,WT,Fenix-Premier Tech,TRUYEN Marthe,Belgium,26,30 September 1999,Bevel,1.66,55,1,223,Antwerp Port Epic Ladies ('23),3rd Paris-Roubaix Femmes ('23),2nd Ronde de Mouscron ('25),Fenix-Deceuninck,Plantur-Pura,,,,,,,,,,,,,Sprint,
W,WT,Fenix-Premier Tech,VAN ALPHEN Aniek,Netherlands,27,1 February 1999,Hapert,1.68,51,0,,4th Grote Prijs Yvonne Reynders ('25),9th GC Internationale LOTTO Thüringen Ladies Tour ('23),13th GC Ceratizit Festival Elsy Jacobs ('23),Fenix-Deceuninck,Fenix-Deceuninck Continental,Plantur-Pura,Ciclismo Mundial,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,VAN DER HEIJDEN Inge,Netherlands,26,12 August 1999,Schaijk,1.65,50,1,,Trophée des Grimpeuses ('20),5th GC Gracia ('23),12th Donostia San Sebastian Klasikoa Women ('19),Fenix-Deceuninck,Plantur-Pura,Ciclismo Mundial,CCC - Liv,WaowDeals Pro Cycling,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,VAN EYNDE Fien,Belgium,27,8 September 1998,Tessenderlo,,,1,150,Grote Prijs CHW Beveren ('24),"2x 2nd National Championships Belgium WE - Road Race ('25, '22)",2nd stage Baloise Ladies Tour ('24),Fenix-Deceuninck Development Team,Fenix-Deceuninck Continental,IBCT,Doltcini - Van Eyck - Proximus CT,Doltcini - Van Eyck Sport,,,,,,,,,,TT,
W,WT,Fenix-Premier Tech,VAN SINAEY Xaydée,Belgium,21,16 May 2005,Geraardsbergen,,,0,,"2x 3rd GC Tour de Feminin ('25, '24)",3rd GC Premondiale Giro Toscana Int. Femminile - Memorial ('25),2nd stage Gracia ('24),Fenix-Deceuninck Development Team,Team Rytger,,,,,,,,,,,,,Hills,
W,WT,Fenix-Premier Tech,WORST Annemarie,Netherlands,30,19 December 1995,Nunspeet,1.65,53,1,,stage Lotto Belgium Tour ('22),6th GC Lotto Belgium Tour ('22),4th stage Lotto Belgium Tour ('21),Carbonbike Giordana Sofré by Gen Z,Fenix-Deceuninck,Plantur-Pura,Ciclismo Mundial,,,,,,,,,,,Hills,
W,WT,Human Powered Health,BLANCO Iurani,Spain,28,3 February 1998,Palma de Mallorca,,,1,203,Gran Premio Ciudad de Eibar ('24),3rd GC Tour Féminin International des Pyrénées ('24),2nd National Championships Spain WE - Road Race ('24),Laboral Kutxa - Fundación Euskadi,Laboral Kutxa Fundación Euskadi,Bizkaia Durango,Sopela Women's Team,,,,,,,,,,,Hills,
W,WT,Human Powered Health,BORGHESI Giada,Italy,23,27 November 2002,Cles,,,1,,2nd Tour of Guangxi ('24),3rd La Classique Morbihan ('25),stage Giro Mediterraneo Rosa ('24),BTC City Ljubljana Zhiraf Ambedo,Aromitalia - Basso Bikes - Vaiano,,,,,,,,,,,,,Oneday,
W,WT,Human Powered Health,BUIJSMAN Nina,Netherlands,28,16 November 1997,Bovenkarspel,,,3,142,stage Tour Cycliste Féminin International de l'Ardèche ('24),Salverda Omloop van de IJsseldelta ('17),3rd Cadel Evans Great Ocean Road Race - Elite Women's Race ('23),FDJ - SUEZ,Parkhotel Valkenburg,Parkhotel Valkenburg Cycling Team,Parkhotel Valkenburg - Destil Cycling Team,,,,,,,,,,,Hills,
W,WT,Human Powered Health,CIPRESSI Carlotta,Italy,22,11 June 2003,Forlì,,,0,,8th Gran Premio Ciudad de Eibar ('25),5th Respect Ladies Race Slovakia ('23),7th GC Vuelta a Formosa Femenina ('22),UAE Development Team,Valcar - Travel & Service,,,,,,,,,,,,,Hills,
W,WT,Human Powered Health,COLES-LYSTER Maggie,Canada,27,12 February 1999,Maple Ridge,1.65,61,3,111,Schwalbe Women's One Day Classic ('26),2nd GP Mazda Schelkens ('26),National Championships Canada WE - Road Race ('22),Roland,Israel Premier Tech Roland,Zaaf Cycling Team,DNA Pro Cycling,,,,,,,,,,,Sprint,
W,WT,Human Powered Health,DE JONG Thalita,Netherlands,32,6 November 1993,Bergen op Zoom,,,11,95,GC Tour Cycliste Féminin International de l'Ardèche ('24),Trofeo Binissalem-Andratx ('25),Ronde de Mouscron ('22),Lotto Dstny Ladies,Liv Racing TeqFind,Liv Racing Xstra,JEGG-DJR Academy,Bingoal Casino - Chevalmeire - Van Eyck Sport,Bingoal Casino - Chevalmeire Cycling Team,Chevalmeire Cycling Team,Multum Accountants Ladies Team,Experza-Footlogix,Lares-Waowdeals Women Cycling team,Rabobank-Liv Woman Cycling Team,Rabobank-Liv Giant,Rabobank Women Team,,TT,
W,WT,Human Powered Health,EDWARDS Ruth,United States,32,9 July 1993,Keighley,1.63,59,19,,GC Thüringen Ladies Tour ('24),GC Santos Women's Tour Down Under ('20),De Brabantse Pijl - La Flèche Brabançonne WE ('21),Trek-Segafredo Women,Team Sunweb,UnitedHealthcare Pro Cycling Women’s Team,,,,,,,,,,,,Hills,
W,WT,Human Powered Health,JASKULSKA Marta,Poland,26,25 March 2000,Biskupiec,1.61,52,1,147,National Championships Poland WE - ITT ('24),3rd Kreiz Breizh Elites Féminin ('24),3rd Chrono Gatineau ('24),CERATIZIT Pro Cycling Team,CERATIZIT-WNT Pro Cycling Team,Liv Racing TeqFind,Liv Racing Xstra,Liv Racing,CCC - Liv,BCM Nowatex Ziemia Darlowska,,,,,,,,Oneday,
W,WT,Human Powered Health,KOOPS Jente,Netherlands,18,3 September 2007,Langeraar,,,0,,40th stage Vuelta Extremadura Féminas ('26),42nd GP Mazda Schelkens ('26),,NXTG Racing U19 Development Team,AG Insurance-NXTG U19,,,,,,,,,,,,,Oneday,
W,WT,Human Powered Health,MALCOTTI Barbara,Italy,26,19 February 2000,Tione di Trento,Weight: 52 kg,52,1,84,stage Tour Cycliste Féminin International de l'Ardèche ('23),6th GC UAE Tour Women ('25),3rd Kreiz Breizh Elites Féminin ('23),Valcar - Travel & Service,Valcar Cylance Cycling,,,,,,,,,,,,,Climber,
W,WT,Human Powered Health,MITTERWALLNER Mona,Austria,24,9 January 2002,Silz,,,0,,2nd Grand Prix Féminin de Chambéry ('25),6th GC Tour Féminin International des Pyrénées ('25),12th La Flèche Wallonne Féminine ('26),,,,,,,,,,,,,,,Hills,
W,WT,Human Powered Health,PIKULIK Daria,Poland,29,6 January 1997,Skarżysko-Kamienna,1.65,54,9,,Tour of Guangxi ('23),"2x Districtenpijl - Ekeren-Deurne ('24, '22)",Konvert Kortrijk Koerse ('23),ATOM Deweloper Posciellux.pl Wrocław,BCM Nowatex Ziemia Darlowska,Cervélo-Bigla Pro Cycling,,,,,,,,,,,,Sprint,
W,WT,Human Powered Health,PIKULIK Wiktoria,Poland,27,15 June 1998,Skarżysko-Kamienna,,,1,,National Championships Poland WE - Road Race ('22),9th Veenendaal - Veenendaal Classic ('23),7th GC Belgrade GP Woman Tour ('23),MAT Atom Deweloper Wrocław,ATOM Deweloper Posciellux.pl Wrocław,BCM Nowatex Ziemia Darlowska,,,,,,,,,,,,Oneday,
